1,3.51E-02
2,3.77E-01
3,1.28E-01
4,1.50E-01
5,9.40E-02
6,5.34E-02
7,2.74E-03
8,4.29E-01
9,2.72E-01
10,4.48E-01
11,4.63E-02
12,7.38E-02
13,6.56E-02
14,4.32E-01
15,1.58E-01
16,1.87E-02
17,2.68E-01
18,1.62E-01
19,3.57E-01
20,4.49E-01
21,1.31E-01
22,9.19E-02
23,2.94E-01
24,1.38E-01
25,2.80E-01
26,1.22E-01
27,6.59E-02
28,1.40E-01
29,1.37E-01
30,7.29E-02
31,3.21E-01
32,1.16E-01
33,4.48E-02
34,1.20E-01
35,5.22E-03
36,2.19E-01
37,1.06E-01
38,1.70E-01
39,3.06E-01
40,6.81E-02
41,2.89E-01
42,4.86E-02
43,6.80E-01
44,2.59E-01
45,2.74E-01
46,7.98E-02
47,5.69E-02
48,6.68E-02
49,1.55E-01
50,1.57E-01
51,1.32E-01
52,1.18E-01
53,1.43E-01
54,1.62E-01
55,6.15E-02
56,3.91E-01
57,2.52E-01
58,7.19E-02
59,8.46E-02
60,2.87E-03
61,1.50E-01
62,9.78E-02
63,2.41E-01
64,7.47E-02
65,1.01E-02
66,4.89E-01
67,4.68E-02
68,6.91E-01
69,1.74E-01
70,5.38E-02
71,3.23E-01
72,1.35E-01
73,3.78E-02
74,1.28E-01
75,2.61E-02
76,2.58E-02
77,2.95E-01
78,1.79E-02
79,1.38E-01
80,2.92E-01
81,3.41E-01
82,4.26E-01
83,1.97E-02
84,2.08E-01
85,2.34E-02
86,1.64E-01
87,4.02E-02
88,3.77E-01
89,3.32E-01
90,7.61E-02
91,4.26E-02
92,1.15E-01
93,2.64E-01
94,9.42E-02
95,4.52E-01
96,5.43E-02
97,5.01E-02
98,1.84E-01
99,6.75E-02
100,1.39E-01
101,7.17E-01
102,7.30E-02
103,4.58E-01
104,1.14E-01
105,4.55E-01
106,1.42E-01
107,1.37E-01
108,3.36E-01
109,1.14E-01
110,2.95E-01
111,2.02E-02
112,3.38E-01
113,0.00E+00
114,3.10E-02
115,5.94E-01
116,1.86E-01
117,6.15E-02
118,7.82E-02
119,5.81E-01
120,4.38E-01
121,8.03E-01
122,5.84E-02
123,2.74E-01
124,1.87E-01
125,3.58E-01
126,2.31E-01
127,7.79E-01
128,2.83E-01
129,1.93E-01
130,8.86E-02
131,7.89E-02
132,3.05E-01
133,1.27E-01
134,2.44E-01
135,2.82E-01
136,1.71E-02
137,1.83E-01
138,4.27E-01
139,6.27E-01
140,2.51E-01
141,2.17E-01
142,2.76E-01
143,1.64E-01
144,5.46E-02
145,1.78E-01
146,1.21E-01
147,2.92E-01
148,1.16E-01
149,5.89E-02
150,0.00E+00
151,1.20E-01
152,1.24E-01
153,2.10E-02
154,6.08E-01
155,7.46E-02
156,1.24E-01
157,3.02E-01
158,1.64E-01
159,1.62E-01
160,6.15E-01
161,2.60E-01
162,2.62E-01
163,3.04E-01
164,7.56E-02
165,5.16E-02
166,9.96E-02
167,4.09E-02
168,2.75E-01
169,5.65E-02
170,8.84E-02
171,1.64E-01
172,1.10E-01
173,1.27E-01
174,2.70E-01
175,1.40E-01
176,8.11E-02
177,3.26E-01
178,3.42E-01
179,4.89E-01
180,2.97E-01
181,1.16E-01
182,6.21E-02
183,2.99E-01
184,2.19E-01
185,3.54E-01
186,4.49E-01
187,7.32E-01
188,3.27E-01
189,2.64E-01
190,1.13E-01
191,9.27E-02
192,3.57E-03
193,4.27E-01
194,2.69E-02
195,1.04E-01
196,4.94E-02
197,2.05E-02
198,3.18E-01
199,2.47E-01
200,2.87E-01
201,2.94E-02
202,8.10E-02
203,4.73E-02
204,1.45E-01
205,1.01E-01
206,3.51E-02
207,2.29E-02
208,1.10E-01
209,4.61E-01
210,1.20E-01
211,4.89E-01
212,6.93E-02
213,3.07E-01
214,3.84E-01
215,3.57E-02
216,2.76E-01
217,4.55E-01
218,6.07E-02
219,2.73E-01
220,7.99E-01
221,8.61E-02
222,2.71E-01
223,3.87E-01
224,2.86E-01
225,4.60E-01
226,3.22E-01
227,3.33E-01
228,7.54E-02
229,3.48E-01
230,8.91E-02
231,5.62E-01
232,1.49E-02
233,5.28E-01
234,1.09E-02
235,3.38E-01
236,7.14E-03
237,1.41E-01
238,2.63E-01
239,3.80E-01
240,1.70E-01
241,1.22E-01
242,3.05E-01
243,3.28E-01
244,2.22E-01
245,3.68E-01
246,4.73E-01
247,3.64E-02
248,1.42E-01
249,6.98E-02
250,2.64E-01
