1,2.69E-02
2,3.92E-01
3,1.50E-01
4,1.69E-01
5,1.17E-01
6,4.83E-02
7,1.64E-02
8,4.37E-01
9,2.67E-01
10,4.56E-01
11,4.63E-02
12,9.16E-02
13,5.19E-02
14,4.34E-01
15,1.45E-01
16,3.36E-02
17,2.94E-01
18,1.76E-01
19,3.76E-01
20,4.52E-01
21,1.53E-01
22,8.27E-02
23,2.99E-01
24,1.42E-01
25,2.87E-01
26,1.33E-01
27,5.84E-02
28,1.51E-01
29,1.48E-01
30,7.69E-02
31,3.24E-01
32,1.21E-01
33,5.04E-02
34,1.07E-01
35,1.79E-01
36,2.21E-01
37,1.01E-01
38,1.48E-01
39,3.04E-01
40,7.26E-02
41,2.89E-01
42,5.41E-03
43,7.10E-01
44,2.65E-01
45,2.83E-01
46,7.98E-02
47,3.91E-02
48,8.82E-02
49,1.79E-01
50,1.49E-01
51,1.18E-01
52,1.11E-01
53,1.69E-01
54,1.52E-01
55,8.46E-02
56,3.88E-01
57,2.24E-01
58,4.58E-02
59,9.79E-02
60,2.87E-03
61,1.45E-01
62,9.92E-02
63,1.88E-01
64,8.30E-02
65,1.27E-02
66,5.23E-01
67,4.68E-02
68,7.19E-01
69,1.72E-01
70,3.12E-02
71,3.21E-01
72,1.56E-01
73,3.78E-02
74,1.22E-01
75,1.95E-02
76,1.81E-02
77,3.03E-01
78,3.14E-02
79,1.08E-01
80,2.95E-01
81,3.74E-01
82,4.52E-01
83,2.76E-02
84,1.98E-01
85,3.51E-02
86,1.62E-01
87,2.98E-02
88,4.12E-01
89,3.40E-01
90,6.12E-02
91,3.78E-02
92,1.08E-01
93,2.66E-01
94,1.06E-01
95,4.54E-01
96,5.62E-02
97,5.29E-02
98,1.78E-01
99,5.67E-02
100,1.57E-01
101,7.58E-01
102,4.79E-02
103,4.64E-01
104,9.70E-02
105,4.87E-01
106,1.52E-01
107,1.19E-01
108,3.09E-01
109,1.11E-01
110,2.95E-01
111,2.52E-03
112,3.35E-01
113,8.33E-03
114,2.54E-02
115,5.72E-01
116,2.24E-01
117,5.71E-02
118,7.44E-02
119,5.86E-01
120,4.43E-01
121,8.15E-01
122,5.08E-02
123,2.80E-01
124,1.96E-01
125,3.66E-01
126,2.31E-01
127,8.16E-01
128,2.94E-01
129,2.01E-01
130,9.23E-02
131,5.63E-02
132,3.14E-01
133,1.12E-01
134,2.44E-01
135,2.87E-01
136,2.86E-02
137,1.83E-01
138,4.97E-01
139,5.96E-01
140,2.86E-01
141,2.08E-01
142,2.80E-01
143,1.56E-01
144,4.37E-02
145,1.97E-01
146,1.07E-01
147,3.11E-01
148,1.01E-01
149,6.74E-02
150,1.33E-02
151,1.13E-01
152,1.22E-01
153,5.88E-02
154,6.00E-01
155,6.40E-02
156,1.12E-01
157,2.97E-01
158,1.69E-01
159,1.71E-01
160,6.31E-01
161,2.69E-01
162,2.64E-01
163,3.04E-01
164,6.26E-02
165,4.18E-02
166,1.16E-01
167,4.60E-02
168,2.75E-01
169,7.39E-02
170,1.06E-01
171,1.49E-01
172,1.27E-01
173,9.52E-02
174,2.74E-01
175,1.45E-01
176,7.48E-02
177,3.38E-01
178,3.42E-01
179,4.35E-01
180,2.90E-01
181,1.14E-01
182,7.76E-02
183,2.92E-01
184,3.95E-01
185,3.61E-01
186,4.58E-01
187,7.54E-01
188,3.25E-01
189,2.85E-01
190,1.12E-01
191,9.05E-02
192,1.07E-02
193,4.57E-01
194,0.00E+00
195,7.92E-02
196,5.56E-02
197,1.83E-02
198,3.15E-01
199,2.50E-01
200,2.80E-01
201,3.19E-02
202,7.09E-02
203,4.95E-02
204,1.65E-01
205,8.67E-02
206,3.95E-02
207,2.86E-02
208,1.12E-01
209,4.55E-01
210,1.13E-01
211,5.01E-01
212,6.10E-02
213,2.99E-01
214,4.18E-01
215,4.08E-02
216,2.94E-01
217,4.66E-01
218,4.60E-02
219,2.81E-01
220,8.08E-01
221,9.37E-02
222,2.57E-01
223,3.94E-01
224,2.90E-01
225,4.69E-01
226,3.18E-01
227,3.29E-01
228,6.75E-02
229,3.53E-01
230,8.66E-02
231,5.72E-01
232,2.39E-02
233,5.24E-01
234,2.55E-02
235,3.53E-01
236,2.50E-02
237,1.31E-01
238,2.63E-01
239,3.83E-01
240,1.70E-01
241,1.00E-01
242,2.95E-01
243,3.23E-01
244,2.70E-01
245,3.71E-01
246,4.76E-01
247,3.64E-02
248,1.54E-01
249,5.79E-02
250,2.65E-01
